   time      numb     lati     long      area       tilt
19840210    4408    -12.82    340.48     505.0       20.18
19840201    4409    -13.20     28.50       5.0       43.78
19840211    4410    -10.03    303.40     648.0       14.69
19840207    4411      9.88    305.82     110.0        1.01
19840210    4413    -13.06    264.09    1162.0        8.99
19840213    4414     -9.78    279.36      46.0      -30.71
19840212    4416    -14.65    313.24      42.0       10.63
19840221    4417     -5.82    198.56      27.0      -11.89
19840214    4418     -5.58    183.57       7.0       12.67
19840215    4419      6.59    166.26      25.0       -5.38
19840224    4420    -18.65    155.84     176.0      -11.27
19840219    4421     14.74    114.02    1693.0       14.53
19840221    4422      9.79     88.97     787.0      -47.01
19840224    4423    -12.79     47.96     680.0        6.73
19840301    4426    -12.32     75.08     161.0       -3.88
19840303    4427    -12.41    346.83      49.0       24.03
19840304    4428      4.44    337.86      17.0      -24.09
19840311    4429    -15.02    273.31     283.0        6.89
19840308    4430     -9.40    295.09     199.0       22.86
19840312    4431    -11.63    282.80      61.0        8.68
19840307    4432    -12.54    309.47      17.0       -3.23
19840315    4433    -10.20    255.04     610.0        7.79
19840308    4434     -4.62    316.56      31.0       21.44
19840315    4436    -18.32    229.69      72.0       22.59
19840315    4437    -21.78    154.00      54.0       10.97
19840317    4438     -4.62    215.58     471.0       -3.14
19840315    4440     13.45    159.08      52.0       11.07
19840318    4441     13.56    116.62     418.0        4.10
19840316    4442    -17.27    244.07      19.0       11.51
19840316    4444    -23.88    188.79       3.0       47.64
19840321    4445      6.96    176.46      99.0       -6.69
19840320    4446     13.11     85.85     100.0       65.10
19840323    4447    -13.81     77.34      13.0       59.82
19840319    4448      5.68    138.22      28.0      -26.86
19840323    4449    -14.65     59.98     212.0       16.26
19840323    4450      8.64     98.26     112.0       -2.48
19840326    4451    -12.33     94.36     103.0        1.15
19840326    4452     18.85     44.41       6.0       46.88
19840325    4453    -14.57     44.28       7.0       19.06
19840404    4454     -9.46    349.19     145.0       18.03
19840330    4455    -13.75    327.08    1341.0        8.77
19840402    4456     -9.99     26.05      92.0       -2.69
19840328    4457     13.79    337.76      15.0        3.27
19840331    4458     19.66    310.15     238.0       18.60
19840331    4459      7.77     37.93      17.0       72.09
19840401    4460    -10.20    282.18      49.0       23.90
19840406    4462    -11.36    260.83      13.0      -10.66
19840418    4468      7.51    143.61     859.0        6.68
19840418    4469    -16.12     78.77     234.0      -10.50
19840415    4470    -21.11    151.27      28.0       25.31
19840419    4471      3.86    152.86     144.0        8.60
19840421    4472    -10.95     38.94     227.0      -11.76
19840419    4473    -17.03     98.77      20.0       23.03
19840426    4474    -12.33    340.92    3274.0        0.33
19840426    4475     19.70    327.02       5.0       15.68
19840501    4476    -12.01    316.20     606.0       11.77
19840502    4477    -15.46    304.08       4.0        5.54
19840504    4478    -19.93    214.95       5.0       72.83
19840505    4479    -11.15    209.37       3.0       10.09
19840510    4481      6.58    152.14    2645.0       15.16
19840510    4483     -6.43    189.49      39.0      -14.66
19840514    4485    -11.77    149.24      96.0       16.65
19840516    4486     11.31    114.58       8.0      -15.40
19840517    4487    -14.06     87.30     103.0       17.22
19840514    4488     16.49    151.84      24.0       14.83
19840516    4489    -11.29     95.54       8.0      -34.90
19840519    4490    -13.63     51.12      54.0        6.35
19840521    4492    -10.14    350.70    1251.0       -0.98
19840519    4493    -16.74     93.99      11.0       -0.05
19840522    4495     -6.34     71.52       5.0        5.65
19840524    4497      5.21    353.08       4.0       40.53
19840526    4498      1.08    337.77       4.0       20.03
19840527    4499    -17.90    304.45      12.0       -6.83
19840530    4500    -12.07    250.10     573.0       -6.23
19840530    4503     -8.57    289.81      23.0       30.63
19840601    4506    -22.54    215.60       8.0      -67.34
19840601    4507    -11.56    264.85      67.0       19.61
19840606    4508      5.44    153.96     209.0       -0.71
19840615    4509    -11.15     93.06     111.0       12.20
19840613    4511     -8.15     52.72      67.0        1.63
19840612    4512      1.58     47.63      13.0        2.20
19840616    4513     -6.72     26.13     443.0        3.11
19840619    4514     -5.63    352.89     154.0       16.69
19840616    4515      8.52     49.80      19.0      -11.67
19840616    4516      1.51    358.40       5.0       13.04
19840620    4517     16.36    343.97      20.0       14.89
19840619    4518     18.41     47.77       3.0       48.47
19840616    4519     -9.00     13.30       5.0       13.47
19840624    4520    -15.34    314.36     452.0        6.20
19840625    4521    -13.65    252.42     153.0       73.12
19840626    4522    -12.75    270.96       5.0       20.11
19840627    4523      4.44    205.67     168.0      -71.67
19840630    4525     12.23    168.85     192.0        4.82
19840704    4528      9.53    125.30      38.0       10.43
19840704    4529      6.06    172.28       6.0        7.55
19840705    4532     -8.92    109.76     109.0        2.97
19840705    4533      1.59    108.77      31.0      -18.06
19840706    4536    -12.11    105.86      84.0        6.09
19840710    4537     -9.21     63.01     232.0        5.47
19840714    4539     -6.73     29.14      28.0       26.53
19840707    4540     -4.87    113.30     101.0        4.77
19840713    4541    -15.38      2.44      12.0       27.82
19840718    4542    -14.75     26.82       3.0       17.52
19840718    4543    -11.00    345.74      11.0       12.63
19840718    4544     10.72     39.24       6.0       33.82
19840723    4545     -7.46    316.65     137.0      -16.70
19840724    4546    -13.48    311.43       8.0       13.00
19840720    4548    -16.13    324.25       4.0       43.14
19840729    4549    -20.07    217.17      18.0      -50.04
19840802    4552    -16.21    115.19      77.0       -3.81
19840808    4553     -6.82     69.64       3.0        0.41
19840809    4554      7.58     49.24     267.0        0.26
19840806    4556      0.83     54.61       7.0      -10.89
19840807    4558      9.52    118.64       5.0       13.31
19840814    4560      2.15     14.01      30.0       -2.02
19840818    4564     -9.90    243.87      62.0      -11.32
19840827    4565    -13.66    223.83     211.0      -27.53
19840824    4566    -14.46    272.65       2.0       15.31
19840901    4567     -6.41    135.27     657.0       14.12
19840901    4569      7.71     66.20       6.0      -45.65
19840903    4571      3.80     37.58      10.0        4.77
19840903    4572    -11.84     98.25      66.0       14.56
19840905    4573      0.78     49.82      26.0      -44.42
19840904    4574    -16.07    130.09      15.0       15.52
19840905    4575     11.72    105.23       3.0        3.17
19840909    4576     -3.73    333.44      25.0       16.39
19840921    4579     -7.47    247.03      10.0        5.44
19840930    4580     -8.74    105.42       3.0       78.26
19841003    4581      1.43     40.67       7.0        6.92
19841009    4582     -4.30    337.80      31.0        0.61
19841011    4583     -7.50    294.00       6.0       23.50
19841017    4586      4.13    195.40     242.0       -3.27
19841026    4587     13.99     94.48      10.0        4.56
19841031    4588      2.58     19.95       7.0       22.34
19841101    4589    -11.62     56.71       8.0       -9.63
19841104    4590     -9.95     51.48      72.0       24.44
19841108    4591    -16.62    275.75       4.0        0.19
19841110    4592     16.17    259.36     125.0       -2.13
19841110    4593      2.99    231.30       2.0      -22.19
19841110    4594    -13.71    246.03       2.0      -51.13
19841115    4595     -6.02    174.51      14.0      -19.11
19841123    4597     18.54    153.79     160.0       15.00
19841127    4598    -11.62     59.22     589.0      -10.40
19841127    4600    -11.58     39.37     102.0       -0.31
19841201    4601     -7.75    346.33       4.0      -15.37
19841204    4602     17.85    259.80      72.0      -15.42
19841208    4603     -3.99    264.01      63.0      -11.53
19841209    4604    -10.48    233.92      21.0       33.00
19841213    4607    -11.76    220.51     310.0        7.80
19841216    4608     18.00    146.65      90.0       61.44
19841221    4609    -11.19     57.28       7.0       87.26
19841224    4610     -5.84     43.48      35.0       31.87
19841225    4611    -10.73    349.98      24.0        4.60
19850117    4616     -7.30    135.23     394.0       16.02
19850122    4617    -10.77     74.29     792.0       -0.93
19850121    4618      4.58     21.06      73.0      -16.90
19850121    4619     -5.69    356.81      15.0       31.17
19850203    4620    -15.74    264.18      57.0       26.66
19850202    4621     16.09    266.13     204.0       14.12
19850202    4622    -13.98    299.69      13.0       21.46
19850206    4623     -7.50    142.87       1.0      -12.21
19850209    4624     10.44    160.83      36.0      -40.27
19850209    4625     -0.88     96.73       6.0       52.24
19850213    4626    -10.76     78.78      64.0      -59.22
19850219    4628     -9.41     24.26      46.0      -15.21
19850221    4629      2.07    296.67     281.0      -14.95
19850309    4630     -1.72     98.35      11.0       26.35
19850312    4631    -15.92     79.97       8.0        1.16
19850312    4632      7.18    152.05      34.0       12.11
19850318    4633    -12.31    357.78      66.0       21.49
19850318    4634    -10.94    337.59      20.0       30.09
19850318    4635      5.68     81.23       1.0      -57.00
19850328    4636    -10.49    285.58       6.0       12.49
19850325    4637      6.00    249.77     440.0       12.63
19850324    4638      4.28    347.27      12.0        7.13
19850324    4639     -7.08    259.59       8.0      -43.55
19850401    4640    -25.95    151.06       8.0       72.96
19850404    4642    -20.80    139.24      41.0        8.31
19850405    4643    -16.67     90.86      17.0       -0.65
19850408    4644     -3.27    111.06       5.0      -29.79
19850420    4646     -7.62    266.84       4.0      -13.83
19850424    4647      4.34    233.39    1118.0        1.98
